Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change
64,Female,PhD,Married,,670,23469,Auto,Self-employed,17,Excellent,0.465914639,130555,4,Norrisburgh,WI,Bosnia and Herzegovina,3,1
34,Non-binary,Bachelor's,Married,,668,11669,Home,Employed,0,Excellent,0.23011351803402866,,0,Lake Tomhaven,TN,Suriname,4,2
36,Non-binary,Bachelor's,Widowed,74862,,17281,Auto,Employed,10,Poor,0.11922324289409156,81324,3,Rogerville,NH,Bulgaria,3,2
35,Non-binary,High School,Widowed,95723,647,,Business,Self-employed,8,Excellent,0.23215320742528375,95759,0,Maynardville,FL,Central African Republic,4,2
23,Female,PhD,Divorced,39874,690,21011,Personal,Unemployed,3,Excellent,0.34174042,120161,0,Andreaburgh,VI,Uzbekistan,4,0
36,Non-binary,High School,Divorced,119610,657,11181,Personal,Unemployed,5,Excellent,0.4531070118097503,198845,4,Andrewmouth,MP,Saint Kitts and Nevis,4,1
26,Male,PhD,Married,67498,633,26742,Home,Unemployed,16,Fair,0.11157621680482069,197731,0,Petersonfurt,AZ,Latvia,2,1
68,Non-binary,High School,Divorced,77602,638,25529,Business,Unemployed,0,Poor,0.4918797602952728,,,Thomasstad,RI,Czech Republic,1,0
40,Female,Master's,Widowed,21358,630,30680,Business,Employed,0,Excellent,0.5304827605014139,141667,1,West Bradley,DE,Bahamas,0,0
48,Non-binary,Bachelor's,Divorced,71581,659,28199,Home,Unemployed,1,Fair,0.5137380416430319,74500,0,South Catherine,AL,Malaysia,0,0
62,Female,High School,Married,93292,685,33453,Home,Employed,9,Poor,0.3856408266119351,35990,3,North Zacharyfurt,NH,American Samoa,3,2
41,Female,Master's,Divorced,84099,703,17964,Personal,Unemployed,8,Good,0.2294692468566005,,0,New Emily,AS,Lebanon,1,0
27,Non-binary,Bachelor's,Married,,620,,Business,Employed,8,Excellent,0.11606953160171737,80048,,Bestshire,MO,Senegal,,0
31,Female,Bachelor's,Married,117816,625,40781,Business,Employed,9,Good,0.33379833688340876,,4,Rebeccachester,GA,Singapore,1,2
36,Non-binary,High School,Single,,654,29002,Personal,Unemployed,6,Excellent,0.23798578749124563,246015,1,Mcbridestad,AZ,Saint Martin,3,0
32,Male,Master's,Single,64508,,43840,Auto,Self-employed,9,Good,0.220554139,195365,1,Rubenport,AL,Iran,2,0
56,Female,Master's,Single,43898,,30785,Business,Unemployed,4,Fair,0.3145102463567184,,4,Grimesbury,OR,Antigua and Barbuda,3,0
30,Female,Bachelor's,Widowed,53434,641,39547,Home,Unemployed,18,Fair,0.35473226510381184,,0,Lake Johntown,RI,Syrian Arab Republic,,1
49,Female,PhD,Divorced,43397,688,15931,Business,Employed,1,Poor,0.502034286,,4,Port Kenneth,MA,Saint Barthelemy,4,2
19,Male,High School,Widowed,21363,780,26116,Personal,Employed,17,Good,0.3528478332242174,93351,0,East Kurt,GU,Italy,,2
20,Male,PhD,Divorced,,759,40714,Home,Unemployed,10,Excellent,0.5326833400920578,,3,New Daisytown,MO,Bahrain,3,1
66,Female,Master's,Widowed,69477,624,28831,Business,Unemployed,5,Excellent,0.5969957116026381,276062,2,North Cynthiabury,ID,Romania,1,2
60,Non-binary,PhD,Widowed,89939,667,32468,Home,Employed,14,Fair,0.5175444658819317,292885,0,Oneillmouth,NC,Uzbekistan,4,1
43,Male,Master's,Divorced,81457,735,38875,Business,Unemployed,13,Poor,0.35368518505231905,75357,4,North Kyle,WA,Saint Pierre and Miquelon,2,0
57,Female,High School,Single,53380,637,21806,Business,Self-employed,9,Excellent,0.46411113346715527,121734,4,Johnsland,TX,Chile,0,2
33,Male,High School,Widowed,,724,31082,Personal,Employed,3,Fair,0.26810499970813717,32864,,North Josephfort,PW,Moldova,,1
67,Male,PhD,Widowed,117919,733,9133,Personal,Employed,11,Poor,0.23936565801719542,89755,4,Port Sarah,AL,Maldives,2,2
18,Female,Bachelor's,Widowed,27188,715,5479,Business,Unemployed,15,Good,0.22391139166395388,285093,4,South Thomasview,NM,Canada,1,1
37,Female,PhD,Married,,767,47444,Personal,Self-employed,3,Poor,0.3437208928938026,182606,2,Saundershaven,ME,Spain,,1
58,Female,Bachelor's,Single,,745,47178,Business,Unemployed,5,Poor,0.42177075246164275,297030,2,East Robert,OH,Sao Tome and Principe,1,1
41,Female,Bachelor's,Divorced,64156,785,27322,Personal,Employed,12,Excellent,0.554017452,240752,0,Lucashaven,AS,Greece,,0
21,Male,PhD,Divorced,44660,708,49447,Personal,Employed,0,Good,0.1542078582066844,33393,3,Roberthaven,NM,Colombia,1,0
41,Male,Bachelor's,Widowed,29854,736,20375,Home,Employed,3,Good,0.43967714040589145,105169,4,Rangelland,MD,Barbados,0,2
61,Female,High School,Single,65612,618,12130,Personal,Unemployed,19,Good,0.48998702488946555,169946,,North Tina,TX,Liberia,4,0
25,Male,PhD,Divorced,62517,640,33248,Home,Employed,11,Good,0.40894748393261793,263109,4,Tracyland,LA,Mongolia,,2
19,Female,Bachelor's,Single,112501,698,,Business,Employed,6,Fair,0.5592138786149339,78343,1,East Shannon,IN,Saint Martin,2,1
20,Male,High School,Married,42568,733,23376,Auto,Unemployed,16,Poor,0.3868402212344081,149078,4,Robertsmouth,MI,Zambia,3,1
57,Non-binary,Bachelor's,Married,37544,768,,Personal,Employed,13,Good,0.3573811744059534,27914,0,South David,MO,Liberia,2,0
64,Female,PhD,Divorced,68226,608,27084,Business,Unemployed,14,Excellent,0.37685671456172043,237012,1,Hickmanbury,ND,Egypt,0,2
53,Male,Bachelor's,Single,110987,,36100,Business,Self-employed,5,Excellent,0.36656662495180714,72823,3,Williamsfurt,TX,Rwanda,1,1
52,Female,PhD,Divorced,109086,613,26899,Personal,Employed,0,Excellent,0.18865262291055376,37402,,Shanemouth,IL,Saint Kitts and Nevis,0,0
43,Male,Bachelor's,Divorced,100048,,37389,Auto,Employed,7,Excellent,0.5093764106205323,97930,0,New Anneland,ME,Belgium,3,1
52,Female,PhD,Widowed,68298,740,49269,Auto,Self-employed,8,Excellent,0.5966055019507777,,,West Amandaland,TX,Grenada,3,0
67,Male,Bachelor's,Married,57790,675,12449,Home,Self-employed,13,Fair,0.17644399122738583,,0,Williamberg,AR,Equatorial Guinea,0,1
55,Male,PhD,Single,94526,767,24231,Personal,Self-employed,7,Good,0.48585013197914173,43948,2,Derekville,MH,Syrian Arab Republic,2,1
68,Female,Bachelor's,Divorced,117012,735,,Personal,Self-employed,10,Good,0.33370854605111455,71720,4,Greenberg,UT,Netherlands,,2
32,Female,Bachelor's,Widowed,30040,646,,Personal,Self-employed,12,Good,0.5237604230208394,57042,4,Stephaniefort,MD,Azerbaijan,4,1
30,Non-binary,Master's,Single,,681,29316,Home,Unemployed,5,Excellent,0.37639440245707234,299842,2,Port William,NM,Cambodia,2,2
31,Non-binary,Bachelor's,Widowed,,,9564,Auto,Unemployed,3,Excellent,0.46333319885268653,251176,0,Mejiaside,PA,British Indian Ocean Territory (Chagos Archipelago),,1
25,Non-binary,High School,Widowed,70511,661,26990,Home,Unemployed,10,Good,0.5457556272656278,63435,3,Erichaven,IL,Syrian Arab Republic,3,1
30,Female,Bachelor's,Widowed,88481,726,37817,Business,Unemployed,11,Excellent,0.27927670158483897,159449,1,New Crystalville,MD,Egypt,,1
58,Female,PhD,Divorced,88348,735,32256,Business,Unemployed,15,Excellent,0.5871233275602338,268324,,Daltonberg,MO,South Africa,4,0
25,Male,Master's,Married,60332,632,46875,Auto,Self-employed,4,Poor,0.5320168309095633,152272,,North Sherri,KY,Morocco,3,1
26,Non-binary,PhD,Widowed,45909,625,28712,Personal,Unemployed,1,Poor,0.3641803467247844,180675,4,Lake Katherinestad,NV,Slovenia,0,0
57,Non-binary,PhD,Single,116940,671,24227,Business,Self-employed,1,Poor,0.18300298653988747,223675,1,Timothyhaven,OR,Turkey,1,2
20,Male,Master's,Divorced,,715,39956,Home,Self-employed,10,Good,0.25925980376368263,61821,,South Joseland,NE,Barbados,0,0
56,Male,PhD,Single,38073,718,28961,Business,Unemployed,13,Excellent,0.3341219918393066,190766,2,Lake James,PR,Solomon Islands,2,1
31,Female,High School,Divorced,52078,664,,Personal,Employed,12,Excellent,0.3133759936883709,228457,4,Jessicamouth,KS,Svalbard & Jan Mayen Islands,,0
23,Non-binary,Bachelor's,Married,60213,781,40950,Personal,Unemployed,18,Good,0.5060405565608513,204831,1,Port Jamie,MI,Yemen,2,1
27,Non-binary,Master's,Married,,664,,Home,Self-employed,12,Poor,0.2443190923478478,143754,0,West Amanda,OH,Cyprus,1,2
38,Male,High School,Married,56820,771,33357,Auto,Self-employed,17,Poor,0.31804664866369614,,0,West Williamside,OH,Costa Rica,1,1
23,Male,PhD,Married,62747,,33535,Personal,Employed,6,Good,0.4202216863710799,45344,3,North Rebeccaland,AS,Holy See (Vatican City State),2,2
45,Non-binary,Master's,Widowed,,643,,Auto,Self-employed,5,Excellent,0.5593108400382412,,,Adambury,WY,Austria,2,0
64,Male,PhD,Widowed,98513,604,41077,Personal,Employed,3,Poor,0.3643724304829431,241900,2,Lake Jacob,PW,Jordan,0,1
39,Non-binary,Bachelor's,Single,46627,660,22951,Personal,Employed,1,Good,0.45606666181117583,,4,East Nathanton,MH,Brunei Darussalam,2,2
65,Non-binary,High School,Married,64258,,6047,Auto,Unemployed,7,Good,0.35187360818314406,186684,2,Krystalberg,NV,Saint Pierre and Miquelon,4,0
26,Male,Bachelor's,Widowed,89599,709,,Business,Employed,12,Good,0.5092088293927668,55279,2,Port Cassandra,AR,Puerto Rico,1,0
36,Male,Master's,Divorced,58938,797,17168,Home,Self-employed,3,Good,0.23906852670690706,200905,4,West John,CO,United States Virgin Islands,3,1
32,Female,High School,Divorced,39332,631,39518,Business,Employed,7,Poor,0.5400984146145825,,2,Lake Jesusfort,MH,Lithuania,,1
51,Non-binary,Bachelor's,Single,70393,767,12171,Auto,Self-employed,11,Poor,0.4822870053443713,,2,Gregoryton,DE,France,2,1
64,Male,Bachelor's,Married,66764,,,Home,Unemployed,15,Good,0.2616060574310456,31237,1,East Tracy,VI,Ghana,0,0
43,Male,Master's,Single,115898,666,6271,Business,Self-employed,9,Poor,0.3816504611346423,,2,West Johnmouth,ME,Vanuatu,,2
22,Female,PhD,Married,50172,758,,Home,Employed,8,Fair,0.19269040592507766,156549,4,North Jennifer,NM,Senegal,3,2
29,Non-binary,Bachelor's,Widowed,27504,708,34876,Personal,Unemployed,13,Excellent,0.5132893840229795,218701,4,East Jennifer,CA,Jordan,2,1
55,Female,High School,Single,52099,738,17512,Personal,Self-employed,8,Fair,0.46519666846779784,172738,4,South Michaeltown,NV,Vanuatu,3,2
60,Non-binary,PhD,Single,116753,,43428,Business,Employed,6,Excellent,0.4324451795850953,,,North Jessicaton,MA,Guinea,4,2
25,Male,PhD,Divorced,47419,639,22276,Business,Self-employed,0,Poor,0.1221422471217434,143934,,Port George,AL,Sweden,3,2
59,Male,Master's,Divorced,69831,629,27900,Home,Unemployed,11,Excellent,0.1552365433851701,55196,0,South Maryberg,MH,Australia,3,0
32,Non-binary,High School,Single,23671,621,26622,Auto,Unemployed,13,Excellent,0.14707792696014496,,,Colemanview,RI,Western Sahara,3,2
32,Female,PhD,Widowed,101897,706,22239,Home,Self-employed,17,Excellent,0.49491013012005314,243483,4,Mendozaton,AS,Bahrain,3,1
19,Female,High School,Married,31465,748,27937,Business,Unemployed,17,Excellent,0.29190487987167424,177417,1,Lake Leahchester,UT,Malaysia,4,1
25,Female,Bachelor's,Married,97952,633,13791,Business,Unemployed,5,Excellent,0.4968460484554862,101415,1,South Johnborough,AK,Uzbekistan,1,1
28,Male,Bachelor's,Married,35227,737,25056,Home,Unemployed,8,Excellent,0.4046569369619357,198360,3,Molinastad,OH,Tajikistan,1,1
26,Female,Master's,Single,40739,692,,Home,Self-employed,9,Excellent,0.43263933633425733,269066,1,Barnesborough,IN,Switzerland,0,0
25,Female,High School,Single,72647,,,Personal,Self-employed,13,Excellent,0.5191948653059134,208247,2,Gabriellamouth,MS,Slovenia,,1
58,Non-binary,Bachelor's,Divorced,68281,665,12839,Personal,Unemployed,0,Excellent,0.45522101340227883,217848,1,Clarkebury,KY,Slovakia (Slovak Republic),1,2
51,Female,Bachelor's,Married,45412,,49917,Home,Self-employed,14,Good,0.5694127436057339,234610,3,South Jeremiah,NE,Slovenia,4,0
37,Non-binary,Bachelor's,Single,70362,625,29849,Home,Employed,10,Good,0.2030522674185999,270056,0,Steventown,MS,Mali,4,0
53,Non-binary,High School,Widowed,117276,781,30589,Home,Self-employed,9,Poor,0.44768969504244727,266907,2,South Jose,VI,Algeria,0,2
36,Male,PhD,Single,48562,686,10423,Personal,Self-employed,10,Fair,0.22127409846914367,277666,3,Craigchester,KS,Syrian Arab Republic,1,2
39,Non-binary,High School,Married,93750,790,,Auto,Employed,6,Good,0.1409187634013296,240908,3,Port Meghan,NJ,Zambia,3,1
36,Non-binary,High School,Single,83081,759,7655,Business,Employed,9,Good,0.5148761488226609,240325,1,North Justintown,PW,Zambia,0,1
25,Male,Master's,Widowed,97294,,31745,Home,Employed,15,Excellent,0.45714726121842797,130866,2,Brandonborough,NJ,Latvia,0,2
55,Male,Master's,Single,81978,640,10355,Home,Unemployed,8,Poor,0.33219971593589837,,2,Alexandermouth,GU,Wallis and Futuna,2,2
69,Female,PhD,Widowed,86770,798,9083,Auto,Unemployed,0,Poor,0.4885027302479765,108110,,Gloverborough,IA,French Southern Territories,4,2
38,Non-binary,High School,Single,56288,780,9353,Home,Employed,19,Poor,0.44103757721271175,,3,New Jessica,CT,Saint Barthelemy,3,2
23,Female,PhD,Divorced,72044,,46430,Home,Self-employed,16,Poor,0.4673038831685078,174330,3,North Jefferyfurt,IN,Botswana,3,0
61,Female,High School,Single,44691,,34234,Auto,Unemployed,12,Excellent,0.1702244641105218,68808,2,Lake Amychester,HI,Maldives,4,1
25,Non-binary,Master's,Single,47204,784,14439,Business,Self-employed,15,Good,0.2883275924848664,295334,3,Port Cristianside,NV,Rwanda,1,0
20,Non-binary,High School,Single,62000,760,12195,Home,Unemployed,17,Fair,0.43055787957777625,261431,0,North Jasonborough,GU,Liechtenstein,4,2
54,Non-binary,Bachelor's,Divorced,79207,722,45000,Home,Self-employed,4,Good,0.5990648999026088,112141,,Sarahstad,MH,Falkland Islands (Malvinas),2,0
30,Male,Bachelor's,Divorced,108715,647,28857,Business,Employed,14,Excellent,0.5665140423309729,146614,4,Schmidttown,OR,Djibouti,0,1
49,Female,Master's,Widowed,28262,,,Business,Unemployed,10,Good,0.5033989413263412,209345,3,Summersstad,ME,Slovakia (Slovak Republic),1,2
46,Female,PhD,Single,,792,34554,Business,Employed,7,Fair,0.5341655377314821,221257,0,Lake William,MH,United Arab Emirates,4,0
47,Female,PhD,Divorced,32818,759,35906,Home,Unemployed,18,Poor,0.4953547355417387,209777,3,South Andrew,NM,Saint Kitts and Nevis,0,0
32,Male,PhD,Divorced,41959,,6234,Home,Self-employed,11,Excellent,0.5961132582947345,,3,Lake Jenniferburgh,OK,Syrian Arab Republic,0,1
21,Female,PhD,Married,44440,634,49681,Personal,Self-employed,11,Poor,0.16968818659709375,98413,1,Lake Jason,MD,French Southern Territories,1,2
51,Male,High School,Widowed,25363,619,21917,Auto,Unemployed,16,Fair,0.17976724706283062,118251,1,Robertfurt,AZ,Korea,2,2
28,Male,Master's,Divorced,82257,710,47782,Business,Self-employed,12,Excellent,0.5483640964981569,25291,4,East Robert,CO,Uzbekistan,0,1
31,Female,PhD,Married,95589,664,22633,Business,Unemployed,2,Fair,0.39806072277492943,250417,0,Lake Seth,KS,Philippines,,0
51,Non-binary,Bachelor's,Single,31023,693,,Auto,Self-employed,10,Poor,0.24732111452219055,257408,,Lake Jenniferfurt,OK,Korea,0,0
33,Female,Master's,Married,,718,15468,Business,Unemployed,19,Fair,0.3320316209494084,,0,Pruittmouth,MI,Guam,0,1
21,Non-binary,High School,Married,,746,22770,Home,Self-employed,7,Excellent,0.406752924,86148,3,Ryanchester,VI,Zimbabwe,3,2
28,Male,Master's,Widowed,93511,783,36896,Auto,Unemployed,8,Excellent,0.25367776241799544,187931,1,East Laurie,MT,Angola,3,2
43,Male,High School,Married,108112,711,,Business,Unemployed,12,Fair,0.23945832953730936,223260,3,West Jessica,WA,Peru,3,1
62,Non-binary,Master's,Divorced,,630,29536,Business,Employed,0,Good,0.3693502085159991,,3,Henryside,AZ,Ethiopia,4,2
19,Non-binary,PhD,Married,22420,774,,Auto,Self-employed,10,Excellent,0.18520699287404294,294359,1,Port Jillborough,TN,Peru,,1
36,Female,Master's,Divorced,78335,778,31131,Auto,Unemployed,18,Excellent,0.2623993035470882,274038,,West Timothy,MH,Uruguay,4,0
64,Male,Master's,Widowed,21943,788,41880,Personal,Employed,18,Poor,0.5074107476142256,271054,2,Brandonland,AS,Ghana,,0
54,Female,High School,Married,87567,,25630,Personal,Employed,1,Excellent,0.25775890060125306,98465,0,Bradport,NC,Belize,2,0
42,Male,PhD,Married,41972,,39979,Personal,Self-employed,1,Poor,0.1525061352808976,,0,Jodishire,RI,Kuwait,,2
31,Non-binary,PhD,Married,,694,9241,Home,Employed,5,Excellent,0.14691506377099914,223011,4,East Amandaside,NE,Namibia,1,2
51,Female,PhD,Married,46564,651,21495,Auto,Employed,1,Excellent,0.3016209125879936,197874,3,Patriciaville,GA,Korea,3,0
25,Male,Bachelor's,Widowed,49075,766,7627,Personal,Self-employed,7,Good,0.5560411087423086,,0,Markton,PA,Turks and Caicos Islands,3,1
44,Non-binary,PhD,Divorced,,715,7733,Auto,Self-employed,6,Poor,0.1975622043245612,134791,2,Dixonbury,AL,Malawi,,1
49,Male,High School,Single,104743,690,21538,Personal,Self-employed,18,Good,0.3319562309802483,265995,,Kimchester,CO,Taiwan,4,2
68,Female,Bachelor's,Married,96203,782,39421,Auto,Self-employed,12,Poor,0.2813411197351354,128230,3,Greeneland,HI,Bouvet Island (Bouvetoya),4,0
66,Non-binary,Bachelor's,Single,,755,24406,Business,Self-employed,2,Good,0.2074200210666082,298629,,New Martin,WI,Canada,0,2
20,Non-binary,Master's,Widowed,100587,743,36488,Home,Self-employed,6,Excellent,0.1258558136805454,212697,2,Heatherchester,AZ,Guyana,4,2
62,Male,Master's,Divorced,,618,,Home,Unemployed,16,Good,0.2934679605089474,91373,0,Andreaton,UT,Maldives,0,0
50,Non-binary,PhD,Single,,631,38973,Auto,Unemployed,15,Poor,0.4717390617524827,55256,0,Jacksonfurt,TX,Congo,2,0
24,Female,Bachelor's,Divorced,103232,783,9982,Business,Employed,18,Excellent,0.474879785,162468,4,Carneyhaven,AK,Saint Kitts and Nevis,4,2
30,Female,Bachelor's,Married,,683,36562,Business,Employed,16,Good,0.474350495,123973,0,Comptonstad,IN,Pakistan,2,1
51,Female,High School,Single,,,38051,Business,Self-employed,9,Excellent,0.4632104913907493,72217,4,New Tammy,MT,French Polynesia,2,2
19,Non-binary,Bachelor's,Married,21214,646,24628,Business,Self-employed,10,Fair,0.36032227212764534,202153,3,South Jennifer,MI,Congo,,2
55,Female,PhD,Widowed,,751,20855,Auto,Unemployed,14,Good,0.200430037,260659,,Ayalamouth,AL,Austria,0,0
31,Female,PhD,Married,,647,42696,Auto,Unemployed,4,Fair,0.24483919317335148,229385,,Lake Chris,AL,Ghana,4,2
36,Male,Master's,Widowed,,717,31543,Business,Employed,1,Excellent,0.13534402652858626,,4,Port Williamborough,PW,Togo,0,1
61,Female,Bachelor's,Married,97576,612,9333,Personal,Employed,5,Good,0.5951925360894279,182846,,North Lisaview,CO,British Virgin Islands,1,0
69,Male,PhD,Widowed,39439,765,23870,Home,Self-employed,16,Fair,0.39506642196857333,,0,North Roberthaven,MS,Mayotte,4,0
41,Male,High School,Single,,774,13200,Personal,Unemployed,7,Fair,0.44161722415326643,200481,1,North Zacharystad,PR,American Samoa,,0
44,Male,High School,Divorced,38394,691,45216,Auto,Self-employed,19,Good,0.3442689152508456,97462,0,North Peter,FM,Qatar,3,0
29,Male,Bachelor's,Widowed,66579,721,35555,Business,Unemployed,17,Fair,0.2510381627059117,251291,0,Clarkland,FM,Philippines,2,1
68,Non-binary,PhD,Widowed,110381,,36739,Business,Self-employed,10,Good,0.36019272652391987,199448,2,Hamiltonfort,DE,Slovakia (Slovak Republic),0,1
21,Female,PhD,Married,,626,23610,Auto,Unemployed,9,Good,0.579002761,249119,,Huffmantown,UT,Lebanon,1,1
63,Non-binary,PhD,Divorced,,,48278,Auto,Self-employed,5,Fair,0.3905943927762553,249007,3,East Christinefort,DE,Colombia,,1
40,Non-binary,High School,Widowed,103086,627,9273,Auto,Employed,1,Poor,0.4034015444918104,223443,4,Port Michellemouth,MA,Saint Helena,2,0
63,Non-binary,Master's,Widowed,,662,36339,Home,Self-employed,5,Poor,0.3838174700768553,,1,Wardburgh,WA,Eritrea,3,1
60,Male,Master's,Divorced,,795,42727,Home,Self-employed,9,Fair,0.2681059437297729,201037,4,South Charles,ID,Gabon,4,2
65,Female,Bachelor's,Married,82898,601,27822,Business,Unemployed,7,Good,0.15515736833956154,287950,1,Port Matthew,CA,Tuvalu,3,1
38,Female,Master's,Divorced,,738,37843,Business,Self-employed,9,Excellent,0.21035731325019716,167300,4,South Mike,IN,Cambodia,2,2
40,Male,High School,Married,27669,683,37211,Business,Unemployed,0,Excellent,0.19724818940868968,278183,3,Stephanieville,FL,Samoa,,0
55,Female,High School,Divorced,58280,744,21441,Business,Employed,13,Excellent,0.3250831417563502,175406,,Port Sharonfort,VA,Yemen,1,1
51,Non-binary,High School,Widowed,29329,664,36435,Auto,Self-employed,9,Poor,0.5965661781574677,197180,,South Jamesberg,AS,Nepal,3,2
40,Male,High School,Divorced,32194,732,8277,Auto,Employed,13,Poor,0.3949603589724424,150593,2,East Garrett,PA,New Caledonia,3,2
53,Non-binary,Bachelor's,Widowed,39121,666,22461,Auto,Employed,12,Excellent,0.17174194463608142,292178,1,Michaelburgh,WI,Bolivia,1,1
66,Female,PhD,Widowed,79611,764,33094,Auto,Unemployed,8,Fair,0.4293764920174198,47723,1,Jacksonfurt,PA,Iran,4,2
21,Male,High School,Married,,732,48783,Business,Employed,0,Good,0.47084863916625697,84503,0,New Marktown,NY,Pitcairn Islands,1,2
46,Non-binary,PhD,Married,23553,717,36363,Personal,Self-employed,2,Good,0.46245699017623343,161754,1,Jenniferport,IA,British Virgin Islands,2,1
49,Non-binary,Master's,Divorced,114063,606,9084,Home,Self-employed,5,Excellent,0.41330043987296605,145417,2,Port Randyberg,AZ,Iceland,1,0
60,Male,Bachelor's,Divorced,104814,700,33278,Auto,Self-employed,18,Poor,0.18475312716652673,293641,3,Lake Ryanborough,TX,Macao,4,2
24,Female,High School,Married,,641,,Auto,Unemployed,3,Excellent,0.27114290883632886,245462,4,Larsonmouth,IA,Mozambique,3,1
45,Non-binary,Master's,Divorced,70321,714,,Business,Employed,12,Fair,0.15177633294667445,,,Port Randy,SD,Bulgaria,0,2
18,Female,PhD,Divorced,70637,726,6049,Business,Unemployed,19,Poor,0.24228208913971636,296192,3,Port Kristiside,PW,South Africa,3,1
48,Female,Master's,Single,81410,,9839,Business,Self-employed,7,Fair,0.23112633811203606,159359,4,Donaldburgh,PW,Barbados,,0
42,Male,Bachelor's,Single,69955,,8604,Personal,Unemployed,8,Poor,0.5852899005545638,251701,2,East Michael,MI,Turkey,,1
52,Female,PhD,Widowed,93638,689,18241,Auto,Self-employed,18,Poor,0.3892565305801894,115327,4,South Haley,MO,Gabon,3,2
33,Male,PhD,Married,75803,607,43343,Business,Unemployed,11,Fair,0.30632118242585904,,1,Juliefurt,PA,Tanzania,,1
51,Non-binary,Bachelor's,Single,,610,38085,Business,Self-employed,14,Excellent,0.513960434,,1,Shortburgh,MP,Jamaica,1,0
57,Female,PhD,Widowed,,798,,Personal,Employed,5,Poor,0.10028700583375108,154497,,North Ellen,PA,Guernsey,,1
52,Female,Bachelor's,Married,91028,603,14097,Auto,Unemployed,14,Poor,0.5873383950597646,,4,Nicholasfurt,IA,Malta,0,2
28,Non-binary,PhD,Single,107123,788,10965,Personal,Self-employed,4,Excellent,0.4975010954938286,82437,4,Timothyshire,VA,Costa Rica,,0
29,Male,Master's,Married,30768,702,,Personal,Self-employed,18,Fair,0.4954806172785152,,1,Port Troyville,MT,Mongolia,4,2
44,Male,High School,Single,22853,653,19103,Personal,Employed,5,Fair,0.5993144264271294,292764,4,West Ronaldstad,IA,South Georgia and the South Sandwich Islands,4,2
43,Female,High School,Widowed,92554,777,31118,Business,Self-employed,2,Excellent,0.3281789440683338,265542,3,Timmouth,ME,Central African Republic,4,1
41,Non-binary,Master's,Married,45444,,,Personal,Employed,10,Poor,0.2560203471871665,275204,0,Maryshire,NY,Tokelau,4,2
36,Non-binary,Master's,Single,25290,637,13718,Home,Self-employed,8,Excellent,0.33499455733671524,177249,,North Meghanborough,OK,Sri Lanka,0,0
60,Female,PhD,Married,71645,795,18298,Business,Unemployed,5,Excellent,0.2612682216164909,198484,4,Lake Timothy,WY,Estonia,4,1
35,Female,Master's,Divorced,80693,736,46111,Home,Employed,19,Excellent,0.531809025,155368,2,Michealmouth,MA,Mali,1,2
65,Non-binary,PhD,Married,,718,45407,Auto,Self-employed,10,Excellent,0.3900896490980651,222828,3,Juanshire,AS,South Africa,3,2
44,Non-binary,High School,Widowed,75831,636,44374,Home,Self-employed,5,Fair,0.5328446080653013,270510,0,West Phillipville,GU,Nicaragua,,1
35,Male,Bachelor's,Married,100314,675,17736,Business,Unemployed,11,Good,0.5556193998695548,,1,West Johnny,AR,Northern Mariana Islands,1,2
18,Non-binary,PhD,Married,,,41245,Business,Self-employed,0,Fair,0.12631529396278732,146258,3,Port Jared,AL,Puerto Rico,3,0
66,Female,PhD,Widowed,84136,756,37068,Auto,Employed,5,Fair,0.5111294984565737,200396,2,Lake Jennifer,DE,Cape Verde,0,0
33,Non-binary,PhD,Married,102212,702,,Business,Self-employed,3,Fair,0.24165043867173577,81056,4,Williamshire,CT,Benin,0,0
26,Female,High School,Single,46832,666,16696,Auto,Unemployed,10,Fair,0.5579364240721123,257851,,Susanview,PA,Turkey,0,2
18,Female,Master's,Divorced,85985,711,27240,Business,Self-employed,8,Fair,0.3344359534883051,197566,2,East Terranceport,NH,Equatorial Guinea,4,0
32,Male,High School,Widowed,98053,628,5815,Business,Employed,18,Fair,0.36294901704226157,70525,3,North Terristad,NE,Suriname,,1
24,Non-binary,Bachelor's,Divorced,100893,624,27336,Auto,Self-employed,5,Fair,0.544529067,105532,3,Lake Nicole,ID,Zimbabwe,4,2
33,Female,High School,Single,77607,655,39878,Home,Employed,15,Poor,0.3094371826305241,153078,1,Barnesborough,DC,Suriname,2,2
23,Female,Master's,Single,40893,701,22887,Personal,Self-employed,1,Excellent,0.34387867223777535,31332,0,Sethview,PR,Tonga,4,1
39,Male,High School,Widowed,85436,661,,Auto,Self-employed,13,Excellent,0.5190802097817659,30590,4,South Mark,OH,Ghana,,1
63,Non-binary,Master's,Divorced,50609,702,35544,Auto,Self-employed,18,Fair,0.159256485,110915,2,Carolynville,KS,Albania,0,0
33,Female,PhD,Divorced,,798,36066,Auto,Self-employed,19,Poor,0.17839810778199047,142712,4,Port Davidville,SC,Nigeria,3,1
52,Non-binary,Bachelor's,Married,,712,46000,Business,Employed,16,Poor,0.5826531373071987,58145,1,Turnermouth,OR,Saint Barthelemy,2,2
62,Female,Bachelor's,Divorced,,618,,Personal,Unemployed,19,Excellent,0.41181668536783167,96127,3,Parkville,ID,United Kingdom,0,2
